variable_group,content_json,variable,classification,category_code,legend_start_str,legend_str_1,legend_str_2,legend_str_3
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-018,{PERCENTAGE}%,of people in {location},have,a Kenyan passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-019,{PERCENTAGE}%,of people in {location},have,a Somalian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-020,{PERCENTAGE}%,of people in {location},have,a South African passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-021,{PERCENTAGE}%,of people in {location},have,a Zimbabwean passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-022,{PERCENTAGE}%,of people in {location},have,a passport from another South or East African country
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-023,{PERCENTAGE}%,of people in {location},have,an Iranian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-024,{PERCENTAGE}%,of people in {location},have,an Iraqi passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-025,{PERCENTAGE}%,of people in {location},have,a passport from another Middle Eastern country
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-026,{PERCENTAGE}%,of people in {location},have,a Chinese passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-027,{PERCENTAGE}%,of people in {location},have,a passport from Hong Kong
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-028,{PERCENTAGE}%,of people in {location},have,a Japanese passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-029,{PERCENTAGE}%,of people in {location},have,a passport from another East Asian country
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-030,{PERCENTAGE}%,of people in {location},have,an Afghan passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-031,{PERCENTAGE}%,of people in {location},have,a Bangladeshi passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-032,{PERCENTAGE}%,of people in {location},have,an Indian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-033,{PERCENTAGE}%,of people in {location},have,a Pakistani passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-034,{PERCENTAGE}%,of people in {location},have,a Sri Lankan passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-035,{PERCENTAGE}%,of people in {location},have,a passport from another South Asian country
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-036,{PERCENTAGE}%,of people in {location},have,a Malaysian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-037,{PERCENTAGE}%,of people in {location},have,a Filipino passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-038,{PERCENTAGE}%,of people in {location},have,a Singaporean passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-039,{PERCENTAGE}%,of people in {location},have,a passport from another South-East Asian country
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-040,{PERCENTAGE}%,of people in {location},have,a Central Asian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-041,{PERCENTAGE}%,of people in {location},have,a Canadian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-042,{PERCENTAGE}%,of people in {location},have,a United States passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-043,{PERCENTAGE}%,of people in {location},have,a Central American passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-044,{PERCENTAGE}%,of people in {location},have,a South American passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-045,{PERCENTAGE}%,of people in {location},have,a Jamaican passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-046,{PERCENTAGE}%,of people in {location},have,a passport from another Caribbean country
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-047,{PERCENTAGE}%,of people in {location},have,an Australian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-048,{PERCENTAGE}%,of people in {location},have,a New Zealand passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-049,{PERCENTAGE}%,of people in {location},have,a passport from another country in Oceania and Antarctica
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-050,{PERCENTAGE}%,of people in {location},have,a passport from the British Overseas Territories
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-051,{PERCENTAGE}%,of people in {location},have,no passport
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-001,{PERCENTAGE}%,of people in {location},were,born in the UK
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-002,{PERCENTAGE}%,of people in {location},arrived,in the UK before 1951
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-003,{PERCENTAGE}%,of people in {location},arrived,in the UK between 1951 and 1960
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-004,{PERCENTAGE}%,of people in {location},arrived,in the UK between 1961 and 1970
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-005,{PERCENTAGE}%,of people in {location},arrived,in the UK between 1971 and 1980
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-006,{PERCENTAGE}%,of people in {location},arrived,in the UK between 1981 and 1990
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-007,{PERCENTAGE}%,of people in {location},arrived,in the UK between 1991 and 2000
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-008,{PERCENTAGE}%,of people in {location},arrived,in the UK between 2001 and 2010
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-009,{PERCENTAGE}%,of people in {location},arrived,in the UK between 2011 and 2013
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-010,{PERCENTAGE}%,of people in {location},arrived,in the UK between 2014 and 2016
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-011,{PERCENTAGE}%,of people in {location},arrived,in the UK between 2017 and 2019
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-012,{PERCENTAGE}%,of people in {location},arrived,in the UK between 2020 and 2021
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk_6a,year_arrival_uk_6a-001,{PERCENTAGE}%,of people in {location},were,born in the UK
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk_6a,year_arrival_uk_6a-002,{PERCENTAGE}%,of people in {location},arrived,in the UK before 1991
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk_6a,year_arrival_uk_6a-003,{PERCENTAGE}%,of people in {location},arrived,in the UK between 1991 and 2000
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk_6a,year_arrival_uk_6a-004,{PERCENTAGE}%,of people in {location},arrived,in the UK between 2001 and 2010
Population,2021-MIG,Year of arrival in the UK,year_arrival_uk_6a,year_arrival_uk_6a-005,{PERCENTAGE}%,of people in {location},arrived,in the UK between 2011 and 2021
Work,2021-LAB,Economic activity status,economic_activity_status_10a,economic_activity_status_10a-001,{PERCENTAGE}%,of people aged 16 years and over in {location},are,in employment (excluding full-time students)
Work,2021-LAB,Economic activity status,economic_activity_status_10a,economic_activity_status_10a-002,{PERCENTAGE}%,of people aged 16 years and over in {location},are,"unemployed, but seeking work or waiting to start a job already obtained (excluding full-time students)"
Work,2021-LAB,Economic activity status,economic_activity_status_10a,economic_activity_status_10a-003,{PERCENTAGE}%,of people aged 16 years and over in {location},are,full-time students and in employment
Work,2021-LAB,Economic activity status,economic_activity_status_10a,economic_activity_status_10a-004,{PERCENTAGE}%,of people aged 16 years and over in {location},are,"full-time students and unemployed, but seeking work or waiting to start a job already obtained"
Work,2021-LAB,Economic activity status,economic_activity_status_10a,economic_activity_status_10a-005,{PERCENTAGE}%,of people aged 16 years and over in {location},are,retired
Work,2021-LAB,Economic activity status,economic_activity_status_10a,economic_activity_status_10a-006,{PERCENTAGE}%,of people aged 16 years and over in {location},are,students and economically inactive
Work,2021-LAB,Economic activity status,economic_activity_status_10a,economic_activity_status_10a-007,{PERCENTAGE}%,of people aged 16 years and over in {location},are,economically inactive due to looking after home or family
Work,2021-LAB,Economic activity status,economic_activity_status_10a,economic_activity_status_10a-008,{PERCENTAGE}%,of people aged 16 years and over in {location},are,economically inactive due to long-term sickness or disability
Work,2021-LAB,Economic activity status,economic_activity_status_10a,economic_activity_status_10a-009,{PERCENTAGE}%,of people aged 16 years and over in {location},are,otherwise economically inactive
Work,2021-LAB,Economic activity status,economic_activity_status_3a,economic_activity_status_3a-001,{PERCENTAGE}%,of people aged 16 years and over in {location},are,economically active
Work,2021-LAB,Economic activity status,economic_activity_status_3a,economic_activity_status_3a-002,{PERCENTAGE}%,of people aged 16 years and over in {location},are,economically inactive
Work,2021-LAB,Economic activity status,economic_activity_status_4a,economic_activity_status_4a-001,{PERCENTAGE}%,of people aged 16 years and over in {location},are,in employment (including full-time students)
Work,2021-LAB,Economic activity status,economic_activity_status_4a,economic_activity_status_4a-002,{PERCENTAGE}%,of people aged 16 years and over in {location},are,unemployed (including full-time students)
Work,2021-LAB,Economic activity status,economic_activity_status_4a,economic_activity_status_4a-003,{PERCENTAGE}%,of people aged 16 years and over in {location},are,economically inactive
Work,2021-LAB,Employment history,has_ever_worked,has_ever_worked-001,{PERCENTAGE}%,of people aged 16 years and over not in employment in {location},have,worked in the last 12 months
Work,2021-LAB,Employment history,has_ever_worked,has_ever_worked-002,{PERCENTAGE}%,of people aged 16 years and over not in employment in {location},have,not worked in the last 12 months
Work,2021-LAB,Employment history,has_ever_worked,has_ever_worked-003,{PERCENTAGE}%,of people aged 16 years and over not in employment in {location},have,never worked
Work,2021-LAB,Hours worked,hours_per_week_worked,hours_per_week_worked-001,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work,part-time: 15 hours or less
Work,2021-LAB,Hours worked,hours_per_week_worked,hours_per_week_worked-002,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work,part-time: 16 to 30 hours
Work,2021-LAB,Hours worked,hours_per_week_worked,hours_per_week_worked-003,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work,full-time: 31 to 48 hours
Work,2021-LAB,Hours worked,hours_per_week_worked,hours_per_week_worked-004,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work,full-time: 49 or more hours
Work,2021-LAB,Hours worked,hours_per_week_worked_3a,hours_per_week_worked_3a-001,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work,part-time: 30 hours or less
Work,2021-LAB,Hours worked,hours_per_week_worked_3a,hours_per_week_worked_3a-002,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work,full-time: 31 or more hours
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-001,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"crop or animal production, hunting or related service activities"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-002,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,forestry or logging
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-003,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,fishing or aquaculture
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-004,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,mining of coal and lignite
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-005,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,extraction of crude petroleum and natural gas
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-006,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,mining of metal ores
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-007,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,other mining or quarrying
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-008,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,mining support service activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-009,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of food products
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-010,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of beverages
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-011,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of tobacco products
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-012,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of textiles
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-013,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of wearing apparel
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-014,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of leather and related products
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-015,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of wood and of products of wood or cork (except furniture) or manufacture of articles of straw or plaiting materials
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-016,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of paper or paper products
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-017,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,printing and reproduction of recorded media
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-018,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of coke or refined petroleum products
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-019,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of chemicals or chemical products
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-020,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of basic pharmaceutical products or pharmaceutical preparations
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-021,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of rubber or plastic products
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-022,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of other non-metallic mineral products
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-023,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of basic metals
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-024,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"manufacture of fabricated metal products, except machinery and equipment"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-025,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"manufacture of computer, electrical or optical products"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-026,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of electrical equipment
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-027,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of machinery and equipment not otherwise specified
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-028,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"manufacture of motor vehicles, trailers and semi-trailers"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-029,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of other transport equipment
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-030,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,manufacture of furniture
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-031,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,other manufacturing
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-032,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,repair and installation of machinery or equipment
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-033,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"electricity, gas, steam or air conditioning supply"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-034,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"water collection, treatment or supply"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-035,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,sewerage
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-036,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"waste collection, treatment or disposal activities, or materials recovery"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-037,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,remediation activities or other waste management services
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-038,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"construction of buildings, civil engineering or specialised construction activities"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-039,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,wholesale or retail trade or repair of motor vehicles and motorcycles
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-040,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"wholesale trade, except of motor vehicles and motorcycles"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-041,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"retail trade, except of motor vehicles and motorcycles"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-042,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,wholesale or retail trade of a type not otherwise specified
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-043,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,land transport or transport via pipelines
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-044,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,water transport
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-045,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,air transport
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-046,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,warehousing or support activities for transportation
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-047,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,postal or courier activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-048,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,accommodation
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-049,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,food or beverage service activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-050,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,publishing activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-051,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"motion picture, video or television production, or sound recording or music publishing activities"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-052,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,programming and broadcasting activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-053,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,telecommunications
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-054,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"computer programming, consultancy or related activities"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-055,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,information service activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-056,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"financial service activities, except insurance and pension funding"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-057,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"insurance, reinsurance or pension funding, except compulsory social security"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-058,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,activities auxiliary to financial services and insurance activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-059,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,real estate activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-060,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,legal or accounting activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-061,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,activities of head offices or management consultancy activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-062,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"architectural or engineering activities, or technical testing and analysis"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-063,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,scientific research and development
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-064,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,advertising or market research
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-065,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"other professional, scientific or technical activities"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-066,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,veterinary activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-067,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,rental or leasing activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-068,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,employment activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-069,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"travel agency, tour operator or other reservation service and related activities"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-070,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,security or investigation activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-071,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,services to buildings or landscape activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-072,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"office administrative, office support or other business support activities"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-073,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"public administration or defence, or compulsory social security"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-074,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,education
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-075,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,human health activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-076,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,residential care activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-077,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,social work activities without accommodation
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-078,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"creative, arts and entertainment activities"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-079,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,"libraries, archives, museums and other cultural activities"
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-080,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,gambling and betting activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-081,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,sports activities and amusement and recreation activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-082,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,activities of membership organisations
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-083,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,repair of computers or personal and household goods
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-084,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,other personal service activities
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-085,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,activities of households as employers of domestic personnel
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-086,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,undifferentiated goods- and services-producing activities of private households for own use
Work,2021-LAB,Industry (current),industry_current_88a,industry_current_88a-087,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},work in,activities of extraterritorial organisations or bodies
Work,2021-LAB,National Statistics Socio-economic Classification (NS-SEC),ns_sec_10a,ns_sec_10a-001,{PERCENTAGE}%,of people aged 16 years and over in {location},are,"L1, L2 and L3: higher managerial, administrative and professional occupations"
Work,2021-LAB,National Statistics Socio-economic Classification (NS-SEC),ns_sec_10a,ns_sec_10a-002,{PERCENTAGE}%,of people aged 16 years and over in {location},are,"L4, L5 and L6: lower managerial, administrative and professional occupations"
Work,2021-LAB,National Statistics Socio-economic Classification (NS-SEC),ns_sec_10a,ns_sec_10a-003,{PERCENTAGE}%,of people aged 16 years and over in {location},are,L7: intermediate occupations
Work,2021-LAB,National Statistics Socio-economic Classification (NS-SEC),ns_sec_10a,ns_sec_10a-004,{PERCENTAGE}%,of people aged 16 years and over in {location},are,L8 and L9: small employers and own account workers
Work,2021-LAB,National Statistics Socio-economic Classification (NS-SEC),ns_sec_10a,ns_sec_10a-005,{PERCENTAGE}%,of people aged 16 years and over in {location},are,L10 and L11: lower supervisory and technical occupations
Work,2021-LAB,National Statistics Socio-economic Classification (NS-SEC),ns_sec_10a,ns_sec_10a-006,{PERCENTAGE}%,of people aged 16 years and over in {location},are,L12: semi-routine occupations
Work,2021-LAB,National Statistics Socio-economic Classification (NS-SEC),ns_sec_10a,ns_sec_10a-007,{PERCENTAGE}%,of people aged 16 years and over in {location},are,L13: routine occupations
Work,2021-LAB,National Statistics Socio-economic Classification (NS-SEC),ns_sec_10a,ns_sec_10a-008,{PERCENTAGE}%,of people aged 16 years and over in {location},are,L14.1 and L14.2: never worked and long-term unemployed
Work,2021-LAB,National Statistics Socio-economic Classification (NS-SEC),ns_sec_10a,ns_sec_10a-009,{PERCENTAGE}%,of people aged 16 years and over in {location},are,L15: full-time students
Work,2021-LAB,Occupation (current),occupation_current_10a,occupation_current_10a-001,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},are,"managers, directors or senior officials"
Work,2021-LAB,Occupation (current),occupation_current_10a,occupation_current_10a-002,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},are,in professional occupations
Work,2021-LAB,Occupation (current),occupation_current_10a,occupation_current_10a-003,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},are,in associate professional or technical occupations
Work,2021-LAB,Occupation (current),occupation_current_10a,occupation_current_10a-004,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},are,in administrative or secretarial occupations
Work,2021-LAB,Occupation (current),occupation_current_10a,occupation_current_10a-005,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},are,in skilled trades occupations
Work,2021-LAB,Occupation (current),occupation_current_10a,occupation_current_10a-006,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},are,"in caring, leisure or other service occupations"
Work,2021-LAB,Occupation (current),occupation_current_10a,occupation_current_10a-007,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},are,in sales or customer service occupations
Work,2021-LAB,Occupation (current),occupation_current_10a,occupation_current_10a-008,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},are,"process, plant or machine operatives"
Work,2021-LAB,Occupation (current),occupation_current_10a,occupation_current_10a-009,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},are,in elementary occupations
Work,2021-TTW,Distance travelled to work,workplace_travel,workplace_travel-001,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},travel,less than 2km to work
Work,2021-TTW,Distance travelled to work,workplace_travel,workplace_travel-002,{PERCENTAGE}%,of people aged 16 years and over in employment in {location},travel,2km to less than 5km to work
