ADMIN_variable_group,ADMIN_variable,ADMIN_classification,ADMIN_category_code,ADMIN_category_name,ADMIN_legend_start_str,EDIT_THIS_legend_str_1,EDIT_THIS_legend_str_2,EDIT_THIS_legend_str_3,OLD_legend_str_3
Population,Multiple ethnic groups in household,hh_multi_ethnic_group,hh_multi_ethnic_group-004,Ethnic groups differ within partnerships,{PERCENTAGE}%,of households in {location},have,members from ethnic groups that differ within partnerships,ethnic groups differ within partnerships
Population,Multiple ethnic groups in household,hh_multi_ethnic_group,hh_multi_ethnic_group-005,Any other combination of multiple ethnic identities,{PERCENTAGE}%,of households in {location},have,members with any other combination of multiple ethnic identities,any other combination of multiple ethnic identities
Population,Number of cars or vans,number_of_cars_3a,number_of_cars_3a-000,No cars or vans in household,{PERCENTAGE}%,of households in {location},have,no cars or vans in household,no cars or vans in household
Population,Number of cars or vans,number_of_cars_3a,number_of_cars_3a-001,1 or more cars or vans in household,{PERCENTAGE}%,of households in {location},have,1 or more cars or vans in household,1 or more cars or vans in household
Population,Number of cars or vans,number_of_cars_5a,number_of_cars_5a-000,No cars or vans in household,{PERCENTAGE}%,of households in {location},have,no cars or vans in household,no cars or vans in household
Population,Number of cars or vans,number_of_cars_5a,number_of_cars_5a-001,1 car or van in household,{PERCENTAGE}%,of households in {location},have,1 car or van in household,1 car or van in household
Population,Number of cars or vans,number_of_cars_5a,number_of_cars_5a-002,2 cars or vans in household,{PERCENTAGE}%,of households in {location},have,2 cars or vans in household,2 cars or vans in household
Population,Number of cars or vans,number_of_cars_5a,number_of_cars_5a-003,3 or more cars or vans in household,{PERCENTAGE}%,of households in {location},have,3 or more cars or vans in household,3 or more cars or vans in household
Population,Country of birth,country_of_birth_3a,country_of_birth_3a-001,Born in the UK,{PERCENTAGE}%,of people in {location},were,born in the uk,born in the uk
Population,Country of birth,country_of_birth_3a,country_of_birth_3a-002,Born outside the UK,{PERCENTAGE}%,of people in {location},were,born outside the uk,born outside the uk
Population,Country of birth,country_of_birth_8a,country_of_birth_8a-001,Europe: United Kingdom,{PERCENTAGE}%,of people in {location},were,born in the UK,europe: united kingdom
Population,Country of birth,country_of_birth_8a,country_of_birth_8a-002,Europe: Ireland,{PERCENTAGE}%,of people in {location},were,born in Ireland,europe: ireland
Population,Country of birth,country_of_birth_8a,country_of_birth_8a-003,Europe: Other Europe,{PERCENTAGE}%,of people in {location},were,born in other European countries,europe: other europe
Population,Country of birth,country_of_birth_8a,country_of_birth_8a-004,Africa,{PERCENTAGE}%,of people in {location},were,born in Africa,africa
Population,Country of birth,country_of_birth_8a,country_of_birth_8a-005,Middle East and Asia,{PERCENTAGE}%,of people in {location},were,born in the Middle East and Asia,middle east and asia
Population,Country of birth,country_of_birth_8a,country_of_birth_8a-006,The Americas and the Caribbean,{PERCENTAGE}%,of people in {location},were,born in the Americas or the Caribbean,the americas and the caribbean
Population,Country of birth,country_of_birth_8a,country_of_birth_8a-007,Antarctica and Oceania (including Australasia) and Other,{PERCENTAGE}%,of people in {location},were,"born in Antarctica, Oceania (including Australasia) or other",antarctica and oceania (including australasia) and other
Population,Country of birth,country_of_birth_12a,country_of_birth_12a-001,Europe: United Kingdom,{PERCENTAGE}%,of people in {location},were,born in the UK,europe: united kingdom
Population,Country of birth,country_of_birth_12a,country_of_birth_12a-002,Europe: EU countries: European Union EU14,{PERCENTAGE}%,of people in {location},were,born in the EU14 (countries that joined the EU before 2004),europe: eu countries: european union eu14
Population,Country of birth,country_of_birth_12a,country_of_birth_12a-003,Europe: EU countries: European Union EU8,{PERCENTAGE}%,of people in {location},were,born in the EU8 (countries that joined the EU in 2004),europe: eu countries: european union eu8
Population,Country of birth,country_of_birth_12a,country_of_birth_12a-004,Europe: EU countries: European Union EU2,{PERCENTAGE}%,of people in {location},were,born in the EU2 (countries that joined the EU in 2007,europe: eu countries: european union eu2
Population,Country of birth,country_of_birth_12a,country_of_birth_12a-005,Europe: EU countries: All other EU countries,{PERCENTAGE}%,of people in {location},were,born in other EU countries,europe: eu countries: all other eu countries
Population,Country of birth,country_of_birth_12a,country_of_birth_12a-006,Europe: Non-EU countries: All other non-EU countries,{PERCENTAGE}%,of people in {location},were,born in European countries that are not part of the EU,europe: non-eu countries: all other non-eu countries
Population,Country of birth,country_of_birth_12a,country_of_birth_12a-007,Africa,{PERCENTAGE}%,of people in {location},were,born in Africa,africa
Population,Country of birth,country_of_birth_12a,country_of_birth_12a-008,Middle East and Asia,{PERCENTAGE}%,of people in {location},were,born in the Middle East and Asia,middle east and asia
Population,Country of birth,country_of_birth_12a,country_of_birth_12a-009,The Americas and the Caribbean,{PERCENTAGE}%,of people in {location},were,born in the Americas or the Caribbean,the americas and the caribbean
Population,Country of birth,country_of_birth_12a,country_of_birth_12a-010,Antarctica and Oceania (including Australasia) and Other,{PERCENTAGE}%,of people in {location},were,"born in Antarctica, Oceania (including Australasia) or other",antarctica and oceania (including australasia) and other
Population,Country of birth,country_of_birth_12a,country_of_birth_12a-011,British Overseas,{PERCENTAGE}%,of people in {location},were,born in the British Overseas Territories,british overseas
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-001,Europe: United Kingdom: England,{PERCENTAGE}%,of people in {location},were,born in England,europe: united kingdom: england
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-002,Europe: United Kingdom: Northern Ireland,{PERCENTAGE}%,of people in {location},were,born in Northern Ireland,europe: united kingdom: northern ireland
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-003,Europe: United Kingdom: Scotland,{PERCENTAGE}%,of people in {location},were,born in Scotland,europe: united kingdom: scotland
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-004,Europe: United Kingdom: Wales,{PERCENTAGE}%,of people in {location},were,born in Wales,europe: united kingdom: wales
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-005,Europe: United Kingdom: Great Britain not otherwise specified,{PERCENTAGE}%,of people in {location},were,born in Great Britain (country not specified),europe: united kingdom: great britain not otherwise specified
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-006,Europe: United Kingdom: United Kingdom not otherwise specified,{PERCENTAGE}%,of people in {location},were,born in the UK (country not specified),europe: united kingdom: united kingdom not otherwise specified
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-007,Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,{PERCENTAGE}%,of people in {location},were,born in Ireland,europe: other europe: eu countries: member countries in march 2001: ireland
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-008,Europe: Other Europe: EU countries: Member countries in March 2001: France,{PERCENTAGE}%,of people in {location},were,born in France,europe: other europe: eu countries: member countries in march 2001: france
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-009,Europe: Other Europe: EU countries: Member countries in March 2001: Germany,{PERCENTAGE}%,of people in {location},were,born in Germany,europe: other europe: eu countries: member countries in march 2001: germany
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-010,Europe: Other Europe: EU countries: Member countries in March 2001: Italy,{PERCENTAGE}%,of people in {location},were,born in Italy,europe: other europe: eu countries: member countries in march 2001: italy
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores),{PERCENTAGE}%,of people in {location},were,born in Portugal (including Madeira and the Azores),europe: other europe: eu countries: member countries in march 2001: portugal (including madeira and the azores)
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-012,Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),{PERCENTAGE}%,of people in {location},were,born in Spain (including the Canary Islands),europe: other europe: eu countries: member countries in march 2001: spain (including canary islands)
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-013,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001,{PERCENTAGE}%,of people in {location},were,born in other countries that were EU members in March 2001 ,europe: other europe: eu countries: member countries in march 2001: other member countries in march 2001
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-014,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Lithuania,{PERCENTAGE}%,of people in {location},were,born in Lithuania,europe: other europe: eu countries: countries that joined the eu between april 2001 and march 2011: lithuania
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-015,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Poland,{PERCENTAGE}%,of people in {location},were,born in Poland,europe: other europe: eu countries: countries that joined the eu between april 2001 and march 2011: poland
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-016,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,{PERCENTAGE}%,of people in {location},were,born in Romania,europe: other europe: eu countries: countries that joined the eu between april 2001 and march 2011: romania
Population,Country of birth,country_of_birth_60a,country_of_birth_60a-017,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Other EU countries,{PERCENTAGE}%,of people in {location},were,born in other countries that joined the EU betweeen April 2001 - March 2011,europe: other europe: eu countries: countries that joined the eu between april 2001 and march 2011: other eu countries
